"Table 2: E-5 City/County Population and Housing Estimates, 1/1/2015",,,,,,,,,,,,
,,,,,,,,,,,,
,POPULATION,,, HOUSING UNITS,,,,,,,,
West Hollywood      ,"35,881","35,772",109,"25,134","2,298",703,"2,372","19,716",45,"22,980",8.6%,1.56
Westlake Village    ,"8,479","8,351",128,"3,384","2,370",626,109,152,127,"3,274",3.3%,2.55
Whittier            ,"87,590","85,955","1,635","29,603","19,363","1,165","2,308","6,574",193,"28,413",4.0%,3.03
,,,,,,,,,,, ,
Balance Of County    ,"1,059,584","1,041,396","18,188","311,272","220,536","18,275","17,770","44,226","10,465","294,202",5.5%,3.54
Incorporated,"9,096,169","8,932,193","163,976","3,176,279","1,501,269","211,574","267,666","1,147,962","47,808","2,987,039",6.0%,2.99
 ,,,,,,,,,,, ,
County Total,"10,155,753","9,973,589","182,164","3,487,551","1,721,805","229,849","285,436","1,192,188","58,273","3,281,241",5.9%,3.04
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Madera County,,,,,,,,,,, ,
Chowchilla          ,"18,652","12,099","6,553","4,345","3,460",79,400,392,14,"3,850",11.4%,3.14
Madera              ,"64,067","63,476",591,"17,370","12,542",324,"2,169","1,886",449,"16,295",6.2%,3.90
,,,,,,,,,,, ,
Balance Of County    ,"72,181","71,500",681,"28,037","23,697",256,810,336,"2,938","23,685",15.5%,3.02
Incorporated,"82,719","75,575","7,144","21,715","16,002",403,"2,569","2,278",463,"20,145",7.2%,3.75
 ,,,,,,,,,,, ,
County Total,"154,900","147,075","7,825","49,752","39,699",659,"3,379","2,614","3,401","43,830",11.9%,3.36
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Marin County,,,,,,,,,,, ,
Belvedere           ,"2,148","2,148",0,"1,045",881,48,79,37,0,928,11.2%,2.32
Corte Madera        ,"9,628","9,628",0,"4,026","2,498",608,373,547,0,"3,799",5.6%,2.53
Fairfax             ,"7,716","7,694",22,"3,586","2,276",342,486,469,13,"3,371",6.0%,2.28
Larkspur            ,"12,540","12,417",123,"6,438","2,643",425,484,"2,597",289,"5,981",7.1%,2.08
Mill Valley         ,"14,645","14,569",76,"6,618","4,373",643,347,"1,241",14,"6,168",6.8%,2.36
Novato              ,"54,292","53,666",626,"21,395","12,542","3,427","1,321","3,557",548,"20,417",4.6%,2.63
Ross                ,"2,526","2,474",52,890,830,15,19,26,0,804,9.7%,3.08
San Anselmo         ,"12,860","12,807",53,"5,546","4,200",263,356,690,37,"5,259",5.2%,2.44
San Rafael          ,"60,017","57,869","2,148","24,033","11,104","2,387","2,088","8,047",407,"22,799",5.1%,2.54
Sausalito           ,"7,424","7,411",13,"4,572","1,772",824,953,938,85,"4,160",9.0%,1.78
Tiburon             ,"9,373","9,335",38,"4,029","2,637",384,370,624,14,"3,753",6.9%,2.49
,,,,,,,,,,, ,
Balance Of County    ,"69,340","64,176","5,164","29,628","22,757","1,902","1,408","2,993",568,"26,300",11.2%,2.44
Incorporated,"193,169","190,018","3,151","82,178","45,756","9,366","6,876","18,773","1,407","77,439",5.8%,2.45
 ,,,,,,,,,,, ,
County Total,"262,509","254,194","8,315","111,806","68,513","11,268","8,284","21,766","1,975","103,739",7.2%,2.45
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Mariposa County,,,,,,,,,,, ,
County Total,"18,156","17,422",734,"10,426","7,018",177,529,309,"2,393","7,877",24.4%,2.21
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Mendocino County,,,,,,,,,,, ,
Fort Bragg          ,"7,373","7,114",259,"3,237","2,038",145,386,354,314,"2,917",9.9%,2.44
Point Arena         ,447,447,0,226,145,11,34,11,25,192,15.0%,2.33
Ukiah               ,"15,982","15,259",723,"6,523","3,596",412,839,"1,237",439,"6,170",5.4%,2.47
Willits             ,"4,902","4,808",94,"2,085","1,128",93,307,280,277,"1,928",7.5%,2.49
,,,,,,,,,,, ,
Balance Of County    ,"59,624","58,739",885,"28,718","21,663",708,944,909,"4,494","24,132",16.0%,2.43
Incorporated,"28,704","27,628","1,076","12,071","6,907",661,"1,566","1,882","1,055","11,207",7.2%,2.47
 ,,,,,,,,,,, ,
County Total,"88,328","86,367","1,961","40,789","28,570","1,369","2,510","2,791","5,549","35,339",13.4%,2.44
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Merced County,,,,,,,,,,, ,
Atwater             ,"29,714","29,612",102,"9,868","6,303",616,"1,627",582,740,"9,092",7.9%,3.26
Dos Palos           ,"5,195","5,167",28,"1,697","1,450",0,81,120,46,"1,536",9.5%,3.36
Gustine             ,"5,718","5,718",0,"2,089","1,721",48,85,84,151,"1,897",9.2%,3.01
Livingston          ,"13,932","13,928",4,"3,433","2,866",11,189,312,55,"3,283",4.4%,4.24
Los Banos           ,"38,105","37,924",181,"11,505","9,614",142,475,878,396,"10,599",7.9%,3.58
Merced              ,"83,075","81,825","1,250","27,573","16,876","1,043","4,099","4,809",746,"25,507",7.5%,3.21
,,,,,,,,,,, ,
Balance Of County    ,"93,560","88,615","4,945","28,242","22,258",820,"1,007",738,"3,419","25,326",10.3%,3.50
Incorporated,"175,739","174,174","1,565","56,165","38,830","1,860","6,556","6,785","2,134","51,914",7.6%,3.36
,,,,,,,,,,, ,
County Total,"269,299","262,789","6,510","84,407","61,088","2,680","7,563","7,523","5,553","77,240",8.5%,3.40
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Modoc County,,,,,,,,,,, ,
Alturas             ,"2,778","2,751",27,"1,404","1,083",25,84,131,81,"1,245",11.3%,2.21
,,,,,,,,,,, ,
Balance Of County    ,"6,831","6,512",319,"3,845","2,852",84,35,30,844,"2,908",24.4%,2.24
Incorporated,"2,778","2,751",27,"1,404","1,083",25,84,131,81,"1,245",11.3%,2.21
 ,,,,,,,,,,, ,
County Total,"9,609","9,263",346,"5,249","3,935",109,119,161,925,"4,153",20.9%,2.23
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Mono County,,,,,,,,,,, ,
Mammoth Lakes       ,"7,995","7,837",158,"9,655","2,388",290,"2,406","4,424",147,"3,247",66.4%,2.41
,,,,,,,,,,, ,
Balance Of County    ,"5,922","5,737",185,"4,349","2,913",115,282,123,916,"2,556",41.2%,2.25
Incorporated,"7,995","7,837",158,"9,655","2,388",290,"2,406","4,424",147,"3,247",66.4%,2.41
 ,,,,,,,,,,, ,
County Total,"13,917","13,574",343,"14,004","5,301",405,"2,688","4,547","1,063","5,803",58.6%,2.34
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Monterey County,,,,,,,,,,, ,
Carmel-By-The-Sea   ,"3,854","3,854",0,"3,417","2,806",173,203,235,0,"2,104",38.4%,1.83
Del Rey Oaks        ,"1,682","1,682",0,741,586,25,19,111,0,698,5.8%,2.41
Gonzales            ,"8,489","8,483",6,"1,987","1,459",128,21,354,25,"1,901",4.3%,4.46
Greenfield          ,"17,174","17,145",29,"3,794","2,973",117,261,377,66,"3,501",7.7%,4.90
King City           ,"13,885","13,826",59,"3,283","1,882",275,323,554,249,"3,121",4.9%,4.43
Marina              ,"21,179","19,902","1,277","7,334","3,299",678,"1,068","2,037",252,"6,961",5.1%,2.86
Monterey            ,"28,535","26,054","2,481","13,637","5,900",830,"2,618","4,240",49,"12,190",10.6%,2.14
Pacific Grove       ,"15,596","15,241",355,"8,184","4,742",499,"1,110","1,682",151,"7,009",14.4%,2.17
Salinas             ,"158,551","156,225","2,326","43,001","23,595","2,731","4,197","11,127","1,351","41,014",4.6%,3.81
Sand City           ,367,324,43,176,72,6,36,60,2,138,21.6%,2.35
Seaside             ,"34,172","32,862","1,310","10,913","6,808","1,271",883,"1,368",583,"10,115",7.3%,3.25
Soledad             ,"24,846","16,492","8,354","3,927","3,074",81,237,327,208,"3,718",5.3%,4.44
,,,,,,,,,,, ,
Balance Of County    ,"104,634","100,972","3,662","38,783","30,637","2,096","1,537","1,760","2,753","33,591",13.4%,3.01
Incorporated,"328,330","312,090","16,240","100,394","57,196","6,814","10,976","22,472","2,936","92,470",7.9%,3.38
 ,,,,,,,,,,, ,
County Total,"432,964","413,062","19,902","139,177","87,833","8,910","12,513","24,232","5,689","126,061",9.4%,3.28
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Napa County,,,,,,,,,,, ,
American Canyon     ,"20,299","20,243",56,"6,072","4,918",48,23,234,849,"5,771",5.0%,3.51
Calistoga           ,"5,297","5,242",55,"2,320","1,152",89,243,235,601,"2,027",12.6%,2.59
Napa                ,"79,234","77,995","1,239","30,374","18,810","2,125","2,951","5,123","1,365","28,373",6.6%,2.75
St Helena           ,"6,085","5,987",98,"2,847","1,811",177,179,525,155,"2,459",13.6%,2.44
Yountville          ,"3,070","2,100",970,"1,291",642,153,99,98,299,"1,109",14.1%,1.89
,,,,,,,,,,, ,
Balance Of County    ,"27,117","24,563","2,554","12,363","10,495",371,609,367,521,"9,695",21.6%,2.53
Incorporated,"113,985","111,567","2,418","42,904","27,333","2,592","3,495","6,215","3,269","39,739",7.4%,2.81
 ,,,,,,,,,,, ,
County Total,"141,102","136,130","4,972","55,267","37,828","2,963","4,104","6,582","3,790","49,434",10.6%,2.75
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Nevada County,,,,,,,,,,, ,
Grass Valley        ,"12,804","12,345",459,"6,688","2,971",233,977,"2,068",439,"6,132",8.3%,2.01
Nevada City         ,"3,165","2,854",311,"1,537","1,205",72,137,111,12,"1,387",9.8%,2.06
Truckee             ,"16,122","16,079",43,"13,033","10,962",206,893,530,442,"6,407",50.8%,2.51
,,,,,,,,,,, ,
Balance Of County    ,"66,357","65,934",423,"31,924","28,899",329,233,202,"2,261","28,008",12.3%,2.35
Incorporated,"32,091","31,278",813,"21,258","15,138",511,"2,007","2,709",893,"13,926",34.5%,2.25
 ,,,,,,,,,,, ,
County Total,"98,448","97,212","1,236","53,182","44,037",840,"2,240","2,911","3,154","41,934",21.2%,2.32
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Orange County,,,,,,,,,,, ,
Aliso Viejo,"50,195","49,726",469,"19,354","7,049","5,232",666,"6,407",0,"18,661",3.6%,2.67
Anaheim             ,"353,911","350,354","3,557","106,407","44,947","9,002","11,390","36,383","4,685","101,058",5.0%,3.47
Brea                ,"43,414","43,345",69,"15,932","8,992","1,425",506,"4,005","1,004","15,397",3.4%,2.82
Buena Park          ,"82,777","81,963",814,"24,726","14,387","1,812","1,740","6,434",353,"23,777",3.8%,3.45
Costa Mesa          ,"114,048","111,363","2,685","42,592","16,767","4,321","5,710","14,864",930,"40,595",4.7%,2.74
Cypress             ,"49,259","48,757",502,"16,155","9,845","2,625",580,"2,684",421,"15,754",2.5%,3.10
Dana Point          ,"34,124","33,883",241,"15,972","8,733","1,995","2,633","2,372",239,"14,169",11.3%,2.39
Fountain Valley     ,"56,987","56,550",437,"19,303","12,660","1,956",690,"3,606",391,"18,764",2.8%,3.01
Fullerton           ,"141,120","137,000","4,120","48,474","24,385","4,879","4,049","14,281",880,"45,975",5.2%,2.98
Garden Grove        ,"175,028","173,087","1,941","47,727","27,316","3,971","4,181","10,631","1,628","46,059",3.5%,3.76
Huntington Beach    ,"198,613","197,723",890,"79,973","38,874","9,381","9,659","18,972","3,087","76,065",4.9%,2.60
Irvine              ,"250,778","234,027","16,751","92,961","35,558","16,722","5,277","34,239","1,165","87,495",5.9%,2.68
Laguna Beach        ,"23,301","23,212",89,"12,977","8,551",688,"1,522","1,927",289,"10,835",16.5%,2.14
Laguna Hills        ,"31,010","30,641",369,"10,996","6,402","1,917",571,"1,754",352,"10,422",5.2%,2.94
Laguna Niguel       ,"64,689","64,441",248,"25,456","14,522","5,107","1,406","4,373",48,"24,304",4.5%,2.65
Laguna Woods,"16,633","16,466",167,"13,079",918,"3,721","2,237","6,203",0,"11,340",13.3%,1.45
La Habra            ,"62,100","61,760",340,"20,066","10,666","1,509","1,553","5,447",891,"19,104",4.8%,3.23
Lake Forest         ,"80,070","79,555",515,"27,454","14,904","4,136","1,517","5,622","1,275","26,564",3.2%,3.00
La Palma            ,"15,925","15,905",20,"5,234","3,764",469,127,861,13,"5,074",3.1%,3.14
Los Alamitos        ,"11,788","11,545",243,"4,380","2,092",371,766,"1,050",101,"4,236",3.3%,2.73
Mission Viejo       ,"96,473","95,531",942,"34,618","24,716","4,257",910,"4,684",51,"33,513",3.2%,2.85
Newport Beach       ,"86,862","86,460",402,"44,214","20,155","7,010","5,110","10,765","1,174","38,582",12.7%,2.24
Orange              ,"140,167","133,800","6,367","45,267","26,048","4,864","4,880","8,253","1,222","43,525",3.8%,3.07
Placentia           ,"52,494","52,157",337,"17,098","10,128","1,913","1,391","3,080",586,"16,597",2.9%,3.14
Rancho Santa Margarita,"49,207","49,205",2,"17,309","9,355","3,579",622,"3,743",10,"16,732",3.3%,2.94
San Clemente        ,"65,281","65,008",273,"26,126","14,877","2,600","4,102","3,950",597,"23,989",8.2%,2.71
San Juan Capistrano ,"36,196","36,109",87,"12,215","6,595","2,362",795,"1,079","1,384","11,642",4.7%,3.10
Santa Ana           ,"338,011","332,815","5,196","77,477","35,569","5,660","7,543","24,656","4,049","74,331",4.1%,4.48
Seal Beach          ,"25,230","25,004",226,"14,535","4,732","1,518","1,118","7,012",155,"13,281",8.6%,1.88
Stanton             ,"39,348","38,998",350,"11,323","3,085","1,800","1,321","3,679","1,438","10,894",3.8%,3.58
Tustin              ,"80,032","79,512",520,"27,334","9,453","3,564","4,048","9,360",909,"26,080",4.6%,3.05
Villa Park          ,"5,955","5,910",45,"2,020","1,988",24,8,0,0,"1,977",2.1%,2.99
Westminster         ,"92,750","92,080",670,"27,738","14,920","2,056","2,488","5,129","3,145","26,421",4.7%,3.49
Yorba Linda         ,"67,743","67,553",190,"23,003","17,986","2,302",826,"1,458",431,"22,219",3.4%,3.04
,,,,,,,,,,, ,
Balance Of County    ,"124,059","123,291",768,"40,150","30,797","4,166",854,"3,702",631,"38,606",3.8%,3.19
Incorporated,"3,031,519","2,981,445","50,074","1,029,495","510,939","124,748","91,942","268,963","32,903","975,431",5.3%,3.06
 ,,,,,,,,,,, ,
County Total,"3,155,578","3,104,736","50,842","1,069,645","541,736","128,914","92,796","272,665","33,534","1,014,037",5.2%,3.06
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Placer County,,,,,,,,,,, ,
Auburn              ,"13,979","13,701",278,"6,251","4,194",298,760,999,0,"5,910",5.5%,2.32
Colfax              ,"2,026","2,021",5,926,604,48,186,67,21,830,10.4%,2.44
Lincoln             ,"46,159","46,044",115,"18,341","16,468",373,374,"1,055",71,"17,373",5.3%,2.65
Loomis              ,"6,648","6,627",21,"2,492","2,133",142,97,0,120,"2,382",4.4%,2.78
Rocklin             ,"60,502","59,888",614,"22,862","16,596",790,"1,094","3,880",502,"21,618",5.4%,2.77
Roseville           ,"129,120","128,273",847,"50,647","36,654","1,414","2,827","9,362",390,"47,915",5.4%,2.68
,,,,,,,,,,, ,
Balance Of County    ,"112,892","110,858","2,034","56,999","46,778","1,130","3,083","2,846","3,162","42,193",26.0%,2.63
Incorporated,"258,434","256,554","1,880","101,519","76,649","3,065","5,338","15,363","1,104","96,028",5.4%,2.67
 ,,,,,,,,,,, ,
County Total,"371,326","367,412","3,914","158,518","123,427","4,195","8,421","18,209","4,266","138,221",12.8%,2.66
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Plumas County,,,,,,,,,,, ,
Portola             ,"2,029","2,005",24,"1,127",806,0,9,139,173,882,21.7%,2.27
,,,,,,,,,,, ,
Balance Of County    ,"17,833","17,573",260,"14,622","11,372",393,322,528,"2,007","8,309",43.2%,2.12
Incorporated,"2,029","2,005",24,"1,127",806,0,9,139,173,882,21.7%,2.27
 ,,,,,,,,,,, ,
County Total,"19,862","19,578",284,"15,749","12,178",393,331,667,"2,180","9,191",41.6%,2.13
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Riverside County,,,,,,,,,,, ,
Banning             ,"30,456","29,091","1,365","12,162","9,182",501,677,659,"1,143","10,806",11.1%,2.69
Beaumont            ,"42,937","42,463",474,"14,461","12,175",243,680,843,520,"13,321",7.9%,3.19
Blythe              ,"18,889","13,337","5,552","5,472","3,196",136,757,760,623,"4,492",17.9%,2.97
Calimesa            ,"8,421","8,370",51,"3,797","2,296",130,52,0,"1,319","3,429",9.7%,2.44
Canyon Lake         ,"10,953","10,944",9,"4,543","4,194",134,73,76,66,"3,950",13.1%,2.77
Cathedral City      ,"53,158","52,868",290,"21,063","11,728","2,845","2,270","1,744","2,476","17,134",18.7%,3.09
Coachella           ,"44,291","44,233",58,"10,376","7,322",312,"1,002","1,111",629,"9,476",8.7%,4.67
Corona              ,"161,299","160,653",646,"48,113","32,849","2,142","2,201","9,253","1,668","46,020",4.4%,3.49
Desert Hot Springs  ,"28,315","28,197",118,"11,485","7,220",188,"1,671","1,535",871,"9,142",20.4%,3.08
Eastvale,"60,833","60,769",64,"15,909","14,149",416,266,530,548,"14,971",5.9%,4.06
Hemet               ,"82,161","81,547",614,"35,836","17,354","1,549","2,226","4,870","9,837","30,428",15.1%,2.68
Indian Wells        ,"5,228","5,222",6,"5,225","3,452","1,140",266,367,0,"2,803",46.4%,1.86
Indio               ,"84,539","83,569",970,"31,163","20,856","1,336","2,192","3,591","3,188","25,179",19.2%,3.32
Jurupa Valley,"99,067","98,282",785,"26,874","20,645","1,026",788,"2,449","1,966","25,268",6.0%,3.89
Lake Elsinore       ,"58,768","58,336",432,"17,806","13,451",812,"1,025","1,791",727,"16,246",8.8%,3.59
La Quinta           ,"40,105","40,048",57,"24,150","18,825","2,454","1,128","1,512",231,"15,354",36.4%,2.61
Menifee,"86,018","85,830",188,"32,364","27,309",942,481,"1,060","2,572","29,495",8.9%,2.91
Moreno Valley       ,"201,346","200,792",554,"55,936","45,123","1,127","1,505","6,817","1,364","51,994",7.0%,3.86
Murrieta            ,"111,029","110,600",429,"35,725","26,879","1,192",858,"5,135","1,661","34,020",4.8%,3.25
Norco               ,"26,049","23,495","2,554","7,320","6,967",98,39,194,22,"7,045",3.8%,3.34
Palm Desert         ,"51,675","51,367",308,"37,905","15,028","10,944","2,943","5,286","3,704","23,873",37.0%,2.15
Palm Springs        ,"46,806","46,267",539,"35,330","13,098","8,456","2,905","8,724","2,147","23,140",34.5%,2.00
Perris              ,"73,360","73,120",240,"18,536","14,118",391,627,"1,725","1,675","16,994",8.3%,4.30
Rancho Mirage       ,"17,999","17,935",64,"14,366","7,725","4,187",725,835,894,"8,934",37.8%,2.01
Riverside           ,"318,914","306,471","12,443","99,501","63,791","3,915","6,388","23,180","2,227","93,273",6.3%,3.29
San Jacinto         ,"46,199","45,971",228,"15,101","10,067",955,701,562,"2,816","13,306",11.9%,3.46
Temecula            ,"109,393","109,264",129,"35,911","28,225","1,187",847,"5,492",160,"33,617",6.4%,3.25
Wildomar,"34,416","34,374",42,"11,136","7,645",44,27,552,"2,868","10,344",7.1%,3.32
,,,,,,,,,,, ,
Balance Of County    ,"369,213","364,947","4,266","135,345","94,832","2,492","3,298","3,401","31,322","113,963",15.8%,3.20
Incorporated,"1,952,624","1,923,415","29,209","687,566","464,869","48,802","35,320","90,653","47,922","594,054",13.6%,3.24
 ,,,,,,,,,,, ,
County Total,"2,321,837","2,288,362","33,475","822,911","559,701","51,294","38,618","94,054","79,244","708,017",14.0%,3.23
,,,,,,,,,,, ,
,,,,,,,,,,, ,
Sacramento County,,,,,,,,,,, ,
Citrus Heights,"86,152","85,666",486,"35,069","19,289","3,091","3,330","7,536","1,823","32,827",6.4%,2.61
Elk Grove,"164,369","163,700",669,"52,723","45,623","1,537",962,"4,319",282,"50,001",5.2%,3.27
Folsom              ,"75,687","70,231","5,456","27,186","19,264",811,"1,269","4,937",905,"26,077",4.1%,2.69
Galt                ,"24,856","24,707",149,"7,819","6,491",504,134,334,356,"7,414",5.2%,3.33
Isleton             ,826,826,0,424,239,0,112,10,63,331,21.9%,2.50
Rancho Cordova,"70,006","69,681",325,"26,598","15,493","1,688","2,054","5,849","1,514","24,612",7.5%,2.83
Sacramento          ,"483,303","474,807","8,496","191,776","114,014","13,063","18,529","42,976","3,194","175,698",8.4%,2.70
,,,,,,,,,,, ,
Balance Of County    ,"579,180","571,688","7,492","221,355","142,273","14,074","18,561","39,749","6,698","205,451",7.2%,2.78
Incorporated,"905,199","889,618","15,581","341,595","220,413","20,694","26,390","65,961","8,137","316,960",7.2%,2.81
 ,,,,,,,,,,, ,
County Total,"1,484,379","1,461,306","23,073","562,950","362,686","34,768","44,951","105,710","14,835","522,411",7.2%,2.80
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Benito County,,,,,,,,,,, ,
Hollister           ,"37,348","37,111",237,"10,757","7,843",316,"1,242",995,361,"10,231",4.9%,3.63
San Juan Bautista   ,"1,930","1,925",5,750,449,76,130,70,25,687,8.4%,2.80
,,,,,,,,,,, ,
Balance Of County    ,"19,095","18,926",169,"6,755","5,826",347,36,85,461,"6,302",6.7%,3.00
Incorporated,"39,278","39,036",242,"11,507","8,292",392,"1,372","1,065",386,"10,918",5.1%,3.58
 ,,,,,,,,,,, ,
County Total,"58,373","57,962",411,"18,262","14,118",739,"1,408","1,150",847,"17,220",5.7%,3.37
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Bernardino County,,,,,,,,,,, ,
Adelanto            ,"33,791","32,175","1,616","9,342","7,440",203,468,773,458,"8,179",12.4%,3.93
Apple Valley        ,"71,765","71,304",461,"26,448","20,209",856,"2,509","1,435","1,439","23,941",9.5%,2.98
Barstow             ,"23,663","23,274",389,"9,660","5,532",202,"1,330","1,742",854,"8,252",14.6%,2.82
Big Bear Lake       ,"5,269","5,243",26,"9,793","8,156",84,521,537,495,"2,243",77.1%,2.34
Chino               ,"85,041","78,862","6,179","23,591","16,390","1,195","1,213","4,194",599,"22,570",4.3%,3.49
Chino Hills         ,"77,859","77,704",155,"24,023","19,405",883,623,"2,486",626,"23,335",2.9%,3.33
Colton              ,"53,666","53,336",330,"16,412","9,612",564,"1,593","3,727",916,"15,055",8.3%,3.54
Fontana             ,"205,476","205,032",444,"52,969","42,372","1,231","2,122","5,704","1,540","50,302",5.0%,4.08
Grand Terrace       ,"12,424","12,311",113,"4,678","2,893",153,471,869,292,"4,440",5.1%,2.77
Hesperia            ,"92,459","92,431",28,"29,067","23,537",705,"1,502","1,818","1,505","26,480",8.9%,3.49
Highland            ,"54,586","54,414",172,"16,632","12,724",299,678,"1,976",955,"15,541",6.6%,3.50
Loma Linda          ,"23,923","23,188",735,"9,697","4,495",714,"1,235","2,596",657,"8,842",8.8%,2.62
Montclair           ,"38,647","38,251",396,"10,351","5,860",479,"1,081","2,035",896,"9,814",5.2%,3.90
Needles             ,"5,024","5,019",5,"2,895","1,937",62,262,243,391,"1,944",32.8%,2.58
Ontario             ,"169,858","169,024",834,"47,871","28,288","3,114","5,076","9,235","2,158","45,480",5.0%,3.72
Rancho Cucamonga    ,"175,145","172,238","2,907","58,575","36,342","3,686","2,757","14,259","1,531","56,447",3.6%,3.05
Redlands            ,"70,827","68,459","2,368","26,762","17,092","1,202","3,136","4,246","1,086","24,956",6.7%,2.74
Rialto              ,"104,237","103,790",447,"27,459","19,620",730,"1,660","3,703","1,746","25,890",5.7%,4.01
San Bernardino      ,"215,292","208,225","7,067","65,440","39,385","1,908","5,072","14,870","4,205","59,536",9.0%,3.50
Twentynine Palms    ,"26,016","22,591","3,425","9,666","5,815",775,"2,181",588,307,"8,274",14.4%,2.73
Upland              ,"76,420","75,738",682,"27,573","15,906","1,762","2,860","6,180",865,"26,161",5.1%,2.90
Victorville         ,"123,465","118,083","5,382","37,549","29,699",288,"1,716","4,103","1,743","33,905",9.7%,3.48
Yucaipa             ,"53,287","52,733",554,"19,856","13,598",550,732,588,"4,388","18,488",6.9%,2.85
Yucca Valley        ,"21,543","21,324",219,"9,672","7,445",299,702,470,756,"8,418",13.0%,2.53
,,,,,,,,,,, ,
Balance Of County    ,"303,879","299,914","3,965","133,404","110,890","2,929","4,079","2,247","13,259","95,799",28.2%,3.13
Incorporated,"1,819,683","1,784,749","34,934","575,981","393,752","21,944","41,500","88,377","30,408","528,493",8.2%,3.38
 ,,,,,,,,,,, ,
County Total,"2,123,562","2,084,663","38,899","709,385","504,642","24,873","45,579","90,624","43,667","624,292",12.0%,3.34
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Diego County,,,,,,,,,,, ,
Carlsbad            ,"112,216","111,301",915,"46,115","24,426","7,700","2,564","10,145","1,280","42,744",7.3%,2.60
Chula Vista         ,"261,989","260,248","1,741","82,499","44,990","8,415","4,685","20,344","4,065","78,702",4.6%,3.31
Coronado            ,"23,716","17,694","6,022","9,679","4,412","1,030",646,"3,588",3,"7,439",23.1%,2.38
Del Mar             ,"4,339","4,339",0,"2,598","1,329",517,199,553,0,"2,087",19.7%,2.08
El Cajon            ,"102,989","100,507","2,482","35,930","14,687","1,754","2,837","14,756","1,896","34,303",4.5%,2.93
Encinitas           ,"62,150","61,622",528,"26,146","15,105","4,902","1,814","3,647",678,"24,399",6.7%,2.53
Escondido           ,"149,702","147,574","2,128","48,311","24,541","2,993","3,333","13,686","3,758","45,912",5.0%,3.21
Imperial Beach      ,"26,904","26,409",495,"9,922","3,907",770,"1,190","3,737",318,"9,078",8.5%,2.91
La Mesa             ,"59,710","59,053",657,"26,504","12,547","1,596","2,431","9,721",209,"24,888",6.1%,2.37
Lemon Grove         ,"26,573","26,227",346,"9,021","5,931",795,661,"1,554",80,"8,590",4.8%,3.05
National City       ,"60,641","55,106","5,535","16,925","7,466","1,619","1,580","5,821",439,"15,683",7.3%,3.51
Oceanside           ,"174,134","173,198",936,"65,022","34,376","7,601","5,593","14,206","3,246","59,890",7.9%,2.89
Poway               ,"49,742","49,192",550,"16,851","12,636",686,403,"2,305",821,"16,281",3.4%,3.02
San Diego           ,"1,380,886","1,326,784","54,102","527,466","238,943","46,287","44,623","190,866","6,747","495,050",6.1%,2.68
San Marcos          ,"92,910","91,171","1,739","30,521","15,982","2,219","1,207","7,785","3,328","29,001",5.0%,3.14
Santee              ,"56,605","55,454","1,151","20,526","11,296","1,827","1,237","3,846","2,320","19,797",3.6%,2.80
Solana Beach        ,"13,561","13,561",0,"6,546","3,121","1,272",404,"1,737",12,"5,775",11.8%,2.35
Vista               ,"97,865","95,700","2,165","31,255","15,833","2,423","2,328","8,797","1,874","29,645",5.2%,3.23
,,,,,,,,,,, ,
Balance Of County    ,"511,360","484,774","26,586","176,608","120,989","10,538","8,057","22,162","14,862","163,192",7.6%,2.97
Incorporated,"2,756,632","2,675,140","81,492","1,011,837","491,528","94,406","77,735","317,094","31,074","949,264",6.2%,2.82
 ,,,,,,,,,,, ,
County Total,"3,267,992","3,159,914","108,078","1,188,445","612,517","104,944","85,792","339,256","45,936","1,112,456",6.4%,2.84
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Francisco County,,,,,,,,,,, ,
San Francisco       ,"858,708","833,619","25,089","384,657","65,845","59,609","80,972","177,629",602,"353,810",8.0%,2.36
,,,,,,,,,,, ,
,,,,,,,,,,, ,
San Joaquin County,,,,,,,,,,, ,
Escalon             ,"7,489","7,474",15,"2,648","2,255",13,128,84,168,"2,512",5.1%,2.98
Lathrop             ,"20,698","20,686",12,"5,801","5,202",108,42,71,378,"5,301",8.6%,3.90
Lodi                ,"64,503","63,826",677,"23,830","15,039","1,444","1,846","5,062",439,"22,166",7.0%,2.88
Manteca             ,"75,057","74,562",495,"24,856","19,184","1,134","1,068","2,673",797,"23,377",6.0%,3.19
Ripon               ,"15,155","15,065",90,"5,227","4,295",317,200,402,13,"4,972",4.9%,3.03
Stockton            ,"306,602","298,917","7,685","100,097","64,907","7,058","9,036","17,988","1,108","91,479",8.6%,3.27
