county,city,end year population,end year housing units,end year pop to housing ratio,pct change of pop to housing unit ratio,pop change,housing change,multi-family change,multi-family change pct,additional people per additional housing unit,units needed to get to begin year population to housing unit ratio,pct of change
Shasta,Redding,91715,39988,2.293563068920676,-0.060033238974731847,25253,12750,2283,0.29314329738058553,1.980627450980392,-2400.609160121574,-0.18828307138208422
Shasta,Shasta Lake,10657,4330,2.461200923787529,0,10657,4330,321,0,2.461200923787529,0,0.0
Shasta,Balance Of County,64723,29755,2.1751974458074272,-0.09470855524195909,-7552,-325,-85,-0.08333333333333333,23.236923076923077,-2818.0530612244897,999999
Shasta,Incorporated,113074,48843,2.315050263087853,-0.05640358453186748,38313,18371,3001,0.3440330161641637,2.085515214196288,-2754.920279290005,-0.1499602786614776
Shasta,County Total,177797,78598,2.2621059060026973,-0.06842516920838887,30761,18046,2916,0.2992917992404803,1.7045882744098415,-5378.081449440953,-0.29802069430571615
Sierra,Loyalton,754,368,2.0489130434782608,-0.1240951758277683,-177,-30,-18,-1.0,5.9,-45.66702470461868,999999
Sierra,Balance Of County,2435,1988,1.2248490945674044,-0.09278039413692045,48,220,-39,-0.2689655172413793,0.21818181818181817,-184.44742354419773,-0.8383973797463533
Sierra,Incorporated,754,368,2.0489130434782608,-0.1240951758277683,-177,-30,-18,-1.0,5.9,-45.66702470461868,999999
Sierra,County Total,3189,2356,1.3535653650254669,-0.11638861342822146,-129,190,-57,-0.3496932515337423,-0.6789473684210526,-274.2115732368897,-1.4432188065099458
Siskiyou,Dorris,991,417,2.3764988009592325,0.004417094127388542,99,40,-4,-0.2,2.475,1.8419282511210753,0.04604820627802688
Siskiyou,Dunsmuir,1648,1106,1.4900542495479205,-0.20983032046049685,-481,-23,77,0.2646048109965636,20.91304347826087,-232.07233442930954,999999
Siskiyou,Etna,743,362,2.052486187845304,-0.13721838091772254,-92,11,-17,-0.4358974358974359,-8.363636363636363,-49.67305389221557,-4.5157321720195975
Siskiyou,Fort Jones,670,348,1.9252873563218391,-0.09610922238411304,31,48,13,0.5652173913043478,0.6458333333333334,-33.44600938967136,-0.69679186228482
Siskiyou,Montague,1353,633,2.137440758293839,-0.16466096159965163,-62,80,88,2.6666666666666665,-0.775,-104.23038869257951,-1.3028798586572439
Siskiyou,Mount Shasta,3408,1906,1.7880377754459602,-0.14060496515415258,-52,243,141,0.2865853658536585,-0.2139917695473251,-267.993063583815,-1.102852113513642
Siskiyou,Tulelake,902,435,2.0735632183908046,-0.09255946284283596,-108,-7,-1,-0.01639344262295082,15.428571428571429,-40.263366336633666,999999
Siskiyou,Weed,2657,1180,2.2516949152542374,-0.07711393904504636,-405,-75,-71,-0.24482758620689654,5.4,-90.99444807315481,999999
Siskiyou,Yreka,7746,3706,2.090124123043713,-0.06684441138721973,798,604,414,0.5991316931982634,1.3211920529801324,-247.7253886010363,-0.41014137185602034
Siskiyou,Balance Of County,24212,14170,1.7086803105151729,-0.19007327574258107,1071,3201,248,0.5990338164251208,0.3345829428303655,-2693.338317272374,-0.8414052849960556
Siskiyou,Incorporated,20118,10093,1.9932626572872287,-0.10337395327913383,-272,921,640,0.32989690721649484,-0.2953311617806732,-1043.3533104462972,-1.1328483283890307
Siskiyou,County Total,44330,24263,1.8270617813131105,-0.15465182657353702,799,4122,888,0.3772302463891249,0.1938379427462397,-3752.3172681537294,-0.9103147181353055
Solano,Benicia,27111,11357,2.387162102667958,-0.06348066136278126,2674,1770,644,0.3005132991133924,1.5107344632768362,-720.9498710971068,-0.40731631135429763
Solano,Dixon,20197,6708,3.0108825283243887,0.030122427853328398,9780,3144,517,0.7547445255474453,3.1106870229007635,202.06124604012666,0.06426884416034563
Solano,Fairfield,118005,40477,2.915359339872026,0.0019346847646645388,39355,13447,1135,0.1558423726486338,2.9266750948166877,78.31023521932548,0.005823621270121624
Solano,Rio Vista,10080,5109,1.9729888432178508,-0.1634432106259655,6764,3703,-118,-0.4154929577464789,1.8266270591412368,-835.0313630880578,-0.22550131328329942
Solano,Suisun City,28882,9563,3.020181951270522,-0.06417459358755627,6178,2528,-347,-0.22874093605800924,2.4438291139240507,-613.7016384778012,-0.24276172408140873
Solano,Vacaville,98041,36053,2.719357612403961,-0.09998987521646292,26565,12397,2470,0.4461705202312139,2.142857142857143,-3604.9349711791383,-0.29079091483255126
Solano,Vallejo,117846,44832,2.628613490364026,-0.0394881318280812,8647,4930,1272,0.11852404025344764,1.7539553752535497,-1770.3319261165398,-0.35909369698104254
Solano,Balance Of County,18365,7272,2.5254400440044003,-0.08847234609305685,-907,316,27,0.14594594594594595,-2.8702531645569622,-643.370900788709,-2.0359838632554084
Solano,Incorporated,420162,154099,2.7265718791166718,-0.04476018538687423,99963,41919,5573,0.19776437189496096,2.3846704358405497,-6897.499807931941,-0.16454351983425036
Solano,County Total,438527,161371,2.717508102447156,-0.04630131795309646,99056,42235,5600,0.1974264057817733,2.3453533798981887,-7471.689979409137,-0.17690754065133507
Sonoma,Cloverdale,9133,3530,2.587252124645892,0.068213559992912,4209,1497,53,0.12211981566820276,2.811623246492986,240.79386677497973,0.1608509464094721
Sonoma,Cotati,7429,3218,2.3085767557489123,-0.01701658265013934,1715,785,417,0.6984924623115578,2.1847133757961785,-54.759362968148366,-0.069757150277896
Sonoma,Healdsburg,11800,5078,2.323749507680189,-0.07580096674162096,2331,1312,322,0.44352617079889806,1.7766768292682926,-384.91730911395075,-0.29338209536124293
Sonoma,Petaluma,61104,23773,2.5703108568544146,-0.014771731512923532,17938,7227,1719,0.6212504517528009,2.482081084820811,-351.16837325672986,-0.0485911682934454
Sonoma,Rohnert Park,42484,17461,2.4330794341675737,-0.06798710767929887,6158,3546,1764,0.4096609382257315,1.736604624929498,-1187.12288718824,-0.3347780279718669
Sonoma,Santa Rosa,171711,69495,2.47083962875027,0.04083691232908168,58450,21784,6397,0.47533065834447913,2.6831619537275064,2837.961222309532,0.13027732382985366
Sonoma,Sebastopol,7657,3530,2.1691218130311616,-0.08908026601730765,649,587,65,0.07869249394673124,1.1056218057921636,-314.4533390410959,-0.5356956372079998
Sonoma,Sonoma,10924,5725,1.9081222707423582,-0.023278744616332038,2756,1544,463,0.4588701684836472,1.7849740932642486,-133.2708129285013,-0.08631529334747494
Sonoma,Windsor,27855,9742,2.8592691439129543,0,27855,9742,899,0,2.8592691439129543,0,0.0
Sonoma,Balance Of County,134110,65216,2.0563972031403335,-0.13302830012061434,-26076,-2318,-875,-0.14622326203208555,11.249352890422779,-8675.573620665975,999999
Sonoma,Incorporated,350097,141552,2.4732748389284502,0.01440320447341689,122061,48024,12099,0.5015545330182813,2.5416666666666665,2038.8023996211123,0.04245382308056622
Sonoma,County Total,484207,206768,2.3417888648146716,-0.02846000962134905,95985,45706,11224,0.372803666921314,2.10005250951735,-5884.619269387105,-0.12874938234339267
Stanislaus,Ceres,48901,13913,3.514770358657371,0.21106746807029605,22488,4812,141,0.08294117647058824,4.673316708229426,2936.5816832620294,0.6102621951916104
Stanislaus,Hughson,7303,2462,2.9662875710804224,-0.009720504039429465,4044,1374,172,1.6699029126213591,2.943231441048035,-23.931880945075363,-0.01741767172130667
Stanislaus,Modesto,219294,77000,2.847974025974026,0.05252266259228489,54548,16115,3062,0.2049668652520249,3.384920881166615,4044.24501960594,0.25096152774470615
Stanislaus,Newman,11962,3665,3.2638472032742154,0.19548804487412938,7804,2142,275,1.2850467289719627,3.6433239962651727,716.4636844636843,0.3344835128215146
Stanislaus,Oakdale,23237,8459,2.7470150135949876,0.05770856926866609,11259,3847,74,0.0712223291626564,2.9266961268520926,488.15678744364686,0.12689284830872027
Stanislaus,Patterson,23304,6674,3.491759065028469,0.09416006871921538,14678,3971,151,0.4870967741935484,3.696298161672123,628.4242986320432,0.15825341189424408
Stanislaus,Riverbank,25189,7387,3.4099093001218357,0.05421011536766329,16598,4731,173,0.4713896457765668,3.5083491862185583,400.4501222209292,0.08464386434600067
Stanislaus,Turlock,74820,25123,2.9781475142299882,0.08661757778105349,32596,9717,681,0.14220087700981415,3.3545332921683646,2176.093406593407,0.2239470419464245
Stanislaus,Waterford,8944,2698,3.3150481838398815,0.013066495920886012,4173,1240,258,1.18348623853211,3.365322580645161,35.25340599455035,0.028430166124637377
Stanislaus,Balance Of County,113014,36375,3.1069140893470792,0.057582446450019364,17258,3780,-73,-0.04437689969604863,4.565608465608466,2094.56148961945,0.5541167961956217
Stanislaus,Incorporated,442954,147381,3.0055027445871585,0.08762783204541451,168188,47949,4987,0.21060855610456522,3.5076435379257127,12914.67751468523,0.2693419573856646
Stanislaus,County Total,555968,183756,3.0255773961122356,0.07809497648320513,185446,51729,4914,0.19404517453798767,3.584952347812639,14350.420498647858,0.2774153859275814
Sutter,Live Oak,9367,2833,3.30638898693964,0.09294524846060322,5047,1405,181,0.724,3.592170818505338,263.31388888888887,0.18741202056148673
Sutter,Yuba City,70776,23848,2.9677960415967797,0.19719711051742286,43391,12801,1395,0.2899002493765586,3.3896570580423404,4702.756691619499,0.36737416542609946
Sutter,Balance Of County,21146,7950,2.659874213836478,-0.04956863921367301,-11564,-3738,-162,-0.34177215189873417,3.093632958801498,-394.07068174870074,999999
Sutter,Incorporated,80143,26681,3.0037479854578164,0.1818879078563716,48438,14206,1576,0.3113393915448439,3.4096860481486697,4852.951269515848,0.34161278822440155
Sutter,County Total,101289,34631,2.924807253616702,0.09713758703935989,36874,10468,1414,0.2554190751445087,3.522544898739014,3363.9717767600723,0.3213576401184632
Tehama,Corning,7664,2882,2.659264399722415,0.09994786414412665,1794,454,204,0.2947976878612717,3.951541850220264,288.04974446337303,0.63447080278276
Tehama,Red Bluff,14272,5956,2.3962390866353256,-0.01886578851831931,1909,894,133,0.08291770573566085,2.135346756152125,-112.36463641510954,-0.1256875127685789
Tehama,Tehama,448,196,2.2857142857142856,0.003206270039187725,47,20,15,1.875,2.35,0.6284289276807975,0.031421446384039875
Tehama,Balance Of County,42970,18779,2.2881942595452367,-0.05957438340719298,11979,6042,126,0.3727810650887574,1.9826216484607746,-1118.747346003678,-0.18516175868978452
Tehama,Incorporated,22384,9034,2.4777507195040958,0.01934297605014472,3750,1368,352,0.1527777777777778,2.741228070175439,174.7444456370074,0.1277371678633095
Tehama,County Total,65354,27813,2.3497644986157553,-0.03390941933990419,15729,7410,478,0.1809235427706283,2.122672064777328,-943.122680100756,-0.12727701485840162
Trinity,County Total,13535,8851,1.5292057394644674,-0.1173381860551111,472,1311,213,0.5285359801488834,0.36003051106025935,-1038.5602847737887,-0.7921893857923636
Tulare,Dinuba,26517,7118,3.725344197808373,0.12143297047735374,13774,3282,562,0.7205128205128205,4.196831200487508,864.3598838578046,0.2633637671717869
Tulare,Exeter,10997,3701,2.97135909213726,0.08261035641229744,3721,1050,2,0.004338394793926247,3.5438095238095237,305.740929081913,0.29118183722086954
Tulare,Farmersville,11327,2833,3.9982350864807623,0.11065648272408665,5092,1101,180,0.9836065573770492,4.62488646684832,313.4898155573376,0.2847318942391804
Tulare,Lindsay,13090,3565,3.6718092566619918,0.1793122078844824,4752,887,282,0.48205128205128206,5.357384441939121,639.2480211081795,0.7206854803925361
Tulare,Porterville,59571,18443,3.230005964322507,0.0996090898493004,30050,8393,1067,0.4134056567222007,3.5803645895389016,1837.0904440906488,0.21888364638277719
Tulare,Tulare,69246,22053,3.1399809549721125,0.06866445566676967,35997,10737,1593,0.6917064698219714,3.3526124615814474,1514.2572408192718,0.1410316886299033
Tulare,Visalia,139254,49257,2.8270905658079055,0.015053268218873617,63595,22092,1981,0.30416090895132813,2.878643852978454,741.478832657056,0.033563227985562924
Tulare,Woodlake,8054,2311,3.4850713976633494,-0.027150728197180517,2376,726,175,0.5319148936170213,3.272727272727273,-62.745332863684325,-0.08642607832463406
Tulare,Balance Of County,143677,44705,3.213891063639414,0.06147037876727737,10455,705,636,0.26869455006337134,14.829787234042554,2748.0332827911307,3.8979195500583415
Tulare,Incorporated,338056,109281,3.093456319030756,0.05619533625271263,159357,48268,5842,0.42533673097925007,3.301504102096627,6141.08254103268,0.12722885847834342
Tulare,County Total,481733,153986,3.1284207655241385,0.05323094581636484,169812,48973,6478,0.40231027201589864,3.4674616625487515,8196.820422478762,0.16737427608026387
Tuolumne,Sonora,4690,2475,1.894949494949495,-0.04910311883584216,537,391,183,0.23890339425587467,1.3734015345268542,-121.53021911870934,-0.3108189747281569
Tuolumne,Balance Of County,48775,29261,1.666894501213219,-0.131204186454316,4472,6170,577,0.5039301310043668,0.7247974068071312,-3839.1656998397402,-0.6222310696660843
Tuolumne,Incorporated,4690,2475,1.894949494949495,-0.04910311883584216,537,391,183,0.23890339425587467,1.3734015345268542,-121.53021911870934,-0.3108189747281569
Tuolumne,County Total,53465,31736,1.684679858835392,-0.1247355240593323,5009,6561,760,0.3976975405546834,0.7634506934918458,-3958.6065915469703,-0.6033541520419098
Ventura,Camarillo,69708,27907,2.497867918443401,-0.10539675100971559,17411,9177,2982,1.0379394361294814,1.8972431077694236,-2941.307130428131,-0.3205085682061819
Ventura,Fillmore,15807,4777,3.308980531714465,-0.026510730829833823,3815,1249,4,0.006837606837606838,3.0544435548438753,-126.64176117411603,-0.10139452455893998
Ventura,Moorpark,35981,11416,3.1518044849334266,-0.02147436658633124,10487,3501,513,0.5706340378197998,2.995429877177949,-245.15136894955685,-0.07002324163083601
Ventura,Ojai,7436,3502,2.1233580810965162,-0.12700501854300592,-177,372,91,0.13112391930835735,-0.47580645161290325,-444.7715749376067,-1.1956225132731364
Ventura,Oxnard,204675,56334,3.6332410267334114,0.053961017540405685,62115,14979,4098,0.31481908273795806,4.1468055277388345,3039.839962121212,0.20294011363383482
Ventura,Port Hueneme,23374,8285,2.8212432106216054,0.038703951474798326,3052,803,102,0.032776349614395885,3.800747198007472,320.66223796870395,0.3993303088028692
Ventura,San Buenaventura,105415,43968,2.3975391193595343,-0.032819606959535244,12858,6630,814,0.07054337464251668,1.939366515837104,-1443.0124787968489,-0.21764894099499982
Ventura,Santa Paula,30691,9214,3.330909485565444,0.07149438483076402,5629,1152,459,0.25786516853932584,4.886284722222222,658.7492618306599,0.5718309564502255
Ventura,Simi Valley,124468,43644,2.8518925854642103,-0.057735463790028384,24250,10532,2760,0.5483806874627459,2.3025066464109383,-2519.8065816519984,-0.23925242894530938
Ventura,Thousand Oaks,125426,48169,2.603873860781831,-0.057720012805854634,21045,10396,1934,0.27262475331265856,2.024336283185841,-2780.3152968452123,-0.2674408711855726
Ventura,Balance Of County,92242,34884,2.6442495126705654,-0.08151143545667473,5722,4831,431,0.19249665029030819,1.1844338646243013,-2843.4449144706427,-0.5885830913828696
Ventura,Incorporated,742981,257216,2.888548923861657,-0.016027028138820988,160485,58791,13757,0.29504997211856043,2.7297545542685104,-4122.40806975498,-0.07011971338733786
Ventura,County Total,835223,292100,2.8593735022252655,-0.023485329137981386,166207,63622,14188,0.29035096694975954,2.6124139448618404,-6860.064641204393,-0.10782535351300483
Yolo,Davis,69295,27471,2.5224782497906886,-0.002923518983042391,22973,9161,3480,0.4150268336314848,2.507695666411964,-80.31198998315995,-0.008766727429664879
Yolo,West Sacramento,53967,20369,2.649467327802052,0.06829515203645618,25069,8717,2092,0.6796621182586094,2.87587472754388,1391.1039518305752,0.15958517286114204
Yolo,Winters,7618,2651,2.873632591474915,-0.031178837450578305,2979,1087,220,0.9128630705394191,2.7405703771849126,-82.65509808148306,-0.07603964864901845
Yolo,Woodland,60978,21483,2.8384303868174836,0.054233826493334254,20748,6541,1375,0.31399862982416077,3.1719920501452377,1165.1052945563006,0.17812342066294154
Yolo,Balance Of County,25642,7498,3.4198452920778872,0.062174381706876565,4521,938,-540,-0.547112462006079,4.819829424307036,466.1835140381611,0.496997349720854
Yolo,Incorporated,191858,71974,2.6656570428210187,0.03146625807365442,71769,25506,7167,0.44562581607908974,2.813808515643378,2264.752458593208,0.08879292945162738
Yolo,County Total,217500,79472,2.7368129655727804,0.027743912884309923,76290,26444,6627,0.3882249560632689,2.8849644531840872,2204.864244741875,0.08337862066033411
Yuba,Marysville,12201,5214,2.3400460299194474,-0.03485443280748528,-123,131,-237,-0.11184521000471921,-0.9389312977099237,-181.73101265822785,-1.3872596386124263
Yuba,Wheatland,3610,1340,2.6940298507462686,0.12154890782140798,1979,661,171,1.2214285714285715,2.993948562783661,162.87553648068672,0.24640777077259715
Yuba,Balance Of County,63596,22933,2.7731217023503247,-0.030193496770264578,19323,7450,833,0.4160839160839161,2.593691275167785,-692.4274614324759,-0.09294328341375516
Yuba,Incorporated,15811,6554,2.412419896246567,-0.003915195831406751,1856,792,-66,-0.029216467463479414,2.3434343434343434,-25.660193479039776,-0.03239923419070679
Yuba,County Total,79407,29487,2.692949435344389,-0.017453617608512335,21179,8242,767,0.1800046937338653,2.5696432904634796,-514.6548224222024,-0.06244295346059238
California,State Total,39466855,14429960,2.735063368159025,0.02777951318051536,9708642,3247447,898736,0.24312917738954054,2.989622925331807,400857.2640143079,0.12343766165061597
